證券代碼	年	序號	事件日
U1TSE 上市	2023    	000507	20000221
U1TSE 上市	2023    	000508	20010919
U1TSE 上市	2023    	000509	19971121
U1TSE 上市	2023    	000510	20010919
U1TSE 上市	2023    	000511	20020123
U1TSE 上市	2023    	000512	20020325
U1TSE 上市	2023    	000513	20020308
U1TSE 上市	2023    	000514	20020204
U1TSE 上市	2023    	000515	20020326
U1TSE 上市	2023    	000516	19650305
U1TSE 上市	2023    	000517	19780314
U1TSE 上市	2023    	000518	19791114
U1TSE 上市	2023    	000519	19800202
U1TSE 上市	2023    	000520	19880728
U1TSE 上市	2023    	000521	19910424
U1TSE 上市	2023    	000522	19920926
U1TSE 上市	2023    	000523	19930302
U1TSE 上市	2023    	000524	19930525
U1TSE 上市	2023    	000525	19931027
U1TSE 上市	2023    	000526	19941018
U1TSE 上市	2023    	000527	19950306
U1TSE 上市	2023    	000528	19950310
U1TSE 上市	2023    	000529	19951012
U1TSE 上市	2023    	000530	19960212
U1TSE 上市	2023    	000531	19960311
U1TSE 上市	2023    	000532	19960314
U1TSE 上市	2023    	000533	19960906
U1TSE 上市	2023    	000534	19961101
U1TSE 上市	2023    	000535	19970716
U1TSE 上市	2023    	000536	19891226
U1TSE 上市	2023    	000537	19990503
U1TSE 上市	2023    	000538	19991015
U1TSE 上市	2023    	000539	19990513
U1TSE 上市	2023    	000540	20000911
U1TSE 上市	2023    	000541	19980706
U1TSE 上市	2023    	000542	20000911
U1TSE 上市	2023    	000543	20001222
U1TSE 上市	2023    	000544	20000719
U1TSE 上市	2023    	000545	20020826
U1TSE 上市	2023    	000546	20100326
U1TSE 上市	2023    	000547	19650301
U1TSE 上市	2023    	000548	19870921
U1TSE 上市	2023    	000549	19891208
U1TSE 上市	2023    	000550	19901208
U1TSE 上市	2023    	000551	19901214
U1TSE 上市	2023    	000552	19901220
U1TSE 上市	2023    	000553	19920420
U1TSE 上市	2023    	000554	19930226
U1TSE 上市	2023    	000555	19931028
U1TSE 上市	2023    	000556	19941020
U1TSE 上市	2023    	000557	19950120
U1TSE 上市	2023    	000558	19950923
U1TSE 上市	2023    	000559	19960516
U1TSE 上市	2023    	000560	19971108
U1TSE 上市	2023    	000561	19980624
U1TSE 上市	2023    	000562	19991027
U1TSE 上市	2023    	000563	20010919
U1TSE 上市	2023    	000564	20180222
U1TSE 上市	2023    	000565	20161027
U1TSE 上市	2023    	000566	20140825
U1TSE 上市	2023    	000567	20090331
U1TSE 上市	2023    	000568	20161222
U1TSE 上市	2023    	000569	20101201
U1TSE 上市	2023    	000570	20131212
U1TSE 上市	2023    	000571	20230314
U1TSE 上市	2023    	000572	19650322
U1TSE 上市	2023    	000573	19650601
U1TSE 上市	2023    	000574	19821110
U1TSE 上市	2023    	000575	19881224
U1TSE 上市	2023    	000576	19910625
U1TSE 上市	2023    	000577	19980309
U1TSE 上市	2023    	000578	20131203
U1TSE 上市	2023    	000579	20120314
U1TSE 上市	2023    	000580	20101122
U1TSE 上市	2023    	000581	20120306
U1TSE 上市	2023    	000582	20130924
U1TSE 上市	2023    	000583	20160519
U1TSE 上市	2023    	000584	20161123
U1TSE 上市	2023    	000585	20210909
U1TSE 上市	2023    	000586	19620209
U1TSE 上市	2023    	000587	19830720
U1TSE 上市	2023    	000588	19840515
U1TSE 上市	2023    	000589	19920505
U1TSE 上市	2023    	000590	19941026
U1TSE 上市	2023    	000591	19970930
U1TSE 上市	2023    	000592	19980103
U1TSE 上市	2023    	000593	19980518
U1TSE 上市	2023    	000594	19950919
U1TSE 上市	2023    	000595	19980629
U1TSE 上市	2023    	000596	19951114
U1TSE 上市	2023    	000597	19981127
U1TSE 上市	2023    	000598	19951227
U1TSE 上市	2023    	000599	19990927
U1TSE 上市	2023    	000600	20000522
U1TSE 上市	2023    	000601	20000706
U1TSE 上市	2023    	000602	20001128
U1TSE 上市	2023    	000603	19990506
U1TSE 上市	2023    	000604	20020916
U1TSE 上市	2023    	000605	20121218
U1TSE 上市	2023    	000606	20011219
U1TSE 上市	2023    	000607	20011219
U1TSE 上市	2023    	000608	20011231
U1TSE 上市	2023    	000609	20011228
U1TSE 上市	2023    	000610	20020128
U1TSE 上市	2023    	000611	20020204
U1TSE 上市	2023    	000612	20020204
U1TSE 上市	2023    	000613	20020218
U1TSE 上市	2023    	000614	20020219
U1TSE 上市	2023    	000615	20020326
U1TSE 上市	2023    	000616	20020509
U1TSE 上市	2023    	000617	20020517
U1TSE 上市	2023    	000618	20030102
U1TSE 上市	2023    	000619	20170505
U1TSE 上市	2023    	000620	19760507
U1TSE 上市	2023    	000621	19781011
U1TSE 上市	2023    	000622	19830105
U1TSE 上市	2023    	000623	19880919
U1TSE 上市	2023    	000624	19891226
U1TSE 上市	2023    	000625	19930218
U1TSE 上市	2023    	000626	19961230
U1TSE 上市	2023    	000627	19970118
